vehicle_category,make,model,manufacture_year,district,count
MOTOR CYCLE,TMR QUANLE,ZS,2025,POLONNARUWA,2
MOTOR CYCLE,YADEA,YD EM 163,2018,MATALE,5
MOTOR CYCLE,YADEA,YD-EM163,2018,ANURADHAPURA,2
MOTOR CYCLE,YADEA,M6,2023,ANURADHAPURA,10
CAR,MG,MG 4 ELECTRIC X,2024,KEGALLE,1
CAR,MG,MG4 ELECTRIC,2024,KEGALLE,1
MOTOR CYCLE,QUANLE,XGW,2024,MATALE,3
MOTOR CYCLE,QUANLE,ZL,2024,MATALE,5
MOTOR CYCLE,VMOTO,CITI,2024,ANURADHAPURA,15
MOTOR CYCLE,YADEA,EZEEGO,2024,MATALE,1
MOTOR CYCLE,QUANLE,ZS,2025,ANURADHAPURA,8
MOTOR CYCLE,VMOTO,CITI,2024,MATALE,2
MOTOR CYCLE,QUANLE,N9 (NINEBOT),2025,ANURADHAPURA,9
MOTOR CYCLE,YADEA,YD1200DT-91B,2025,ANURADHAPURA,1
MOTOR TRICYCLE VAN,JINPENG,XT150 D,2025,GALLE,4
MOTOR CYCLE,YADEA,YD-GM010,2019,GAMPAHA,12
MOTOR CYCLE,YADEA,YD-EM17,2017,GAMPAHA,3
MOTOR CYCLE,NEO,AVATAR,2023,GAMPAHA,1
MOTOR CYCLE,YADEA,YD EM 151,2016,GAMPAHA,1
MOTOR CYCLE,YADEA,E8S PRO,2024,MATARA,51
MOTOR CYCLE,QUANLE,G18,2024,MATARA,5
MOTOR CYCLE,VMOTO,CPX,2024,GAMPAHA,1
MOTOR CYCLE,QUANLE,G18,2025,MATARA,3
MOTOR CYCLE,YADEA,E8S PRO,2025,GAMPAHA,4
MOTOR CYCLE,QUANLE,N9 (NINEBOT),2025,GAMPAHA,26
MOTOR CYCLE,TMR QUANLE,Q1,2025,MATARA,1
MOTOR CYCLE,YADEA,TDR3538Z,2025,MATARA,1
MOTOR CYCLE,YADEA,YDET-66,2018,KILINOCHCHI,1
MOTOR CYCLE,YADEA,YDEM163,2018,MANNAR,1
MOTOR CYCLE,YADEA,YDET-66,2018,MANNAR,1
MOTOR CYCLE,YADEA,YD- EM163,2018,MANNAR,1
MOTOR CYCLE,YADEA,YD-EM 163,2018,MANNAR,1
MOTOR CYCLE,YADEA,T 9,2024,RATNAPURA,51
MOTOR CYCLE,QUANLE,ZL,2024,RATNAPURA,3
MOTOR CYCLE,QUANLE,G18,2024,RATNAPURA,4
MOTOR CYCLE,TMR QUANLE,ZL,2025,RATNAPURA,11
MOTOR CYCLE,YADEA,COOLJOY,2025,KILINOCHCHI,9
MOTOR CYCLE,YADEA,RUIBIN,2025,MULLATIVU,26
MOTOR CYCLE,ENOW,RAIDER,2013,COLOMBO,3
MOTOR CYCLE,SOLID,FCZJ (E-RIDER),2016,HAMBANTOTA,1
MOTOR CYCLE,SOLID,SPORTY,2017,COLOMBO,3
MOTOR CYCLE,SOLID,CHALLENGER,2018,KEGALLE,1
MOTOR CYCLE,SOLID,CHALLENGER,2018,AMPARA,1
MOTOR CYCLE,SOLID,KF-135,2018,PUTTALAM,1
CAR,M.G.,ZS EV,2019,GALLE,1
MOTOR CYCLE,SOLID,FCZJ (E-RIDER),2017,GALLE,1
MOTOR CYCLE,SOLID,LEO,2023,KEGALLE,1
CAR,M.G.,MG 4 ELECTRIC X,2024,RATNAPURA,1
MOTOR CYCLE,SOLID,LEO,2024,PUTTALAM,6
CAR,M.G.,MG4 ELECTRIC,2024,COLOMBO,1
CAR,BYD,ZAA-SC2EXSQ ATTO-3,2024,COLOMBO,1
CAR,M.G.,MG4 X ELECTRIC CAR,2024,COLOMBO,1
CAR,BYD,ATTO-3-SUPERIOR,2025,KANDY,55
CAR,BYD,ATTO3-ADVANCED,2025,GALLE,106
CAR,BYD,SEAL-COMFORT,2025,GALLE,19
CAR,BYD,M6 STANDARD,2025,RATNAPURA,1
CAR,BYD,ATTO-3-ADVANCED,2025,COLOMBO,2
MOTOR CYCLE,SOLID,G6,2025,HAMBANTOTA,2
CAR,BYD,ATTO 2 PRIMIUM,2025,COLOMBO,56
CAR,BYD,ATTO3-SUPERIOR,2025,RATNAPURA,1
MOTOR CYCLE,SOLID,S9,2025,PUTTALAM,6
MOTOR CYCLE,VEDRIVE,E-BIKE,2025,COLOMBO,32
CAR,NISSAN MT,6AA-RP15 KICKS,2023,COLOMBO,1
MOTOR CYCLE,ZUBOO,KB1,2025,HAMBANTOTA,3
CAR,BYD,ATTO 1 DYNAMIC,2025,HAMBANTOTA,2
CAR,BYD,ATTO 1 PREMIUM,2025,MONERAGALA,1
MOTOR CYCLE,SOLID,FCZJ (E-RIDER),2019,KURUNEGALA,2
CAR,BYD,ATTO-3,2023,GAMPAHA,1
MOTOR CYCLE,SOLID,LEO,2024,KURUNEGALA,9
CAR,BYD,ATTO 3,2024,GAMPAHA,1
CAR,BYD,ATTO3-ADVANCED,2025,GAMPAHA,319
MOTOR CYCLE,QCIX,QCIX-LH,2024,KURUNEGALA,2
CAR,BYD,ATTO-3-SUPERIOR,2025,ANURADHAPURA,8
CAR,BYD,ATTO3-ADVANCED,2025,ANURADHAPURA,7
CAR,BYD,SEAL-COMFORT,2025,BADULLA,2
MOTOR CYCLE,SOLID,G6,2025,KURUNEGALA,28
MOTOR CYCLE,ENOW,MASTER,2016,KALUTARA,10
MOTOR CYCLE,SOLID,CHALLENGER,2017,NUWARA-ELIYA,1
MOTOR CYCLE,SOLID,LEO,2022,NUWARA-ELIYA,1
MOTOR CYCLE,SOLID,HAWK CHALLENGER,2017,KALUTARA,1
MOTOR CYCLE,SOLID,G6,2024,ANURADHAPURA,5
CAR,BYD,DOLPHIN-DYNAMIC 70,2025,KURUNEGALA,15
MOTOR CYCLE,SOLID,G6,2025,MATALE,1
CAR,BYD,ATTO 2 PRIMIUM,2025,KEGALLE,5
MOTOR CYCLE,SOLID,CHALLENGER,2017,MATARA,3
MOTOR CYCLE,SOLID,ROBOT,2024,GAMPAHA,5
MOTOR CYCLE,QCIX,QC 1X-LH,2024,GAMPAHA,1
MOTOR CYCLE,SANLG,SL-FYING,2012,COLOMBO,1
MOTOR CYCLE,LUYUAN ALFAXL,MD-DS7220-GI,2015,COLOMBO,1
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2015,AMPARA,2
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2017,COLOMBO,5
MOTOR CYCLE,SUNRA,SD,2016,KANDY,1
MOTOR CYCLE,MOPED,M2,2017,COLOMBO,1
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2018,COLOMBO,1
MOTOR CYCLE,WAOPAI,REOA,2018,COLOMBO,4
CAR,JAGUAR,I PACE,2019,COLOMBO,1
MOTOR CYCLE,SUNRA,HAWK,2016,KANDY,1
MOTOR CYCLE,RISE,LEADER,2022,GALLE,31
MOTOR CYCLE,RISE,LEADER,2023,HAMBANTOTA,37
MOTOR CYCLE,RISE,LEADER,2023,KANDY,2
MOTOR CYCLE,RISE,LEADER,2024,GALLE,81
MOTOR CYCLE,RISE,LEADER,2024,KANDY,2
CAR,LOTUS,ELETRE R,2024,COLOMBO,1
MOTOR CYCLE,RISE,LEADER PLUS,2025,COLOMBO,3
MOTOR CYCLE,RISE,LEADER R80,2024,PUTTALAM,1
MOTOR CYCLE,OYFLY,TDM-LTW,2025,KEGALLE,1
CAR,KYC,V7EV,2025,COLOMBO,6
CAR,DAIHATSU,5AA-A202S ROCKY,2025,KANDY,2
MOTOR TRICYCLE VAN,ZONGSHEN,ZS1200DQZH,2018,ANURADHAPURA,1
MOTOR CYCLE,RISE,LEADER,2024,KURUNEGALA,27
MOTOR CYCLE,RISE,LEADER V 2.0,2025,KURUNEGALA,4
MOTOR CYCLE,RISE,LEADER,2023,KALUTARA,23
MOTOR CYCLE,RISE,LEADER PLUS,2025,KALUTARA,3
MOTOR CYCLE,RISE,LEADER R80,2025,BADULLA,1
MOTOR CYCLE,OYFLY,TDM-LTW,2025,KALUTARA,2
MOTOR CYCLE,OYFLY,TDM-LTW,2023,MATALE,1
MOTOR CYCLE,OYFLY,TDM BO2,2024,ANURADHAPURA,1
MOTOR CYCLE,RISE,LEADER R80,2025,MATALE,9
MOTOR CYCLE,RISE,LEADER R 100,2025,ANURADHAPURA,31
MOTOR CYCLE,RISE,LEADER PLUS,2025,MATALE,7
MOTOR CYCLE,SHANG HAI,JUN TONG,2011,GAMPAHA,1
MOTOR CYCLE,LUYUAN ALFAXL,MT-FS8020-GI,2017,GAMPAHA,7
MOTOR CYCLE,WAOPAI,REOA,2018,GAMPAHA,3
MOTOR CYCLE,RISE,LEADER R80,2025,MATARA,13
MOTOR CYCLE,RISE,LEADER R 100,2025,MATARA,2
MOTOR CYCLE,OYFLY,TDM BO2,2024,MATARA,1
MOTOR TRICYCLE VAN,ZONGSHEN,ZS650,2018,BATTICALOA,1
MOTOR CYCLE,RISE,LEADER R80,2025,MANNAR,1
MOTOR CYCLE,RISE,LEADER MAX,2024,RATNAPURA,1
MOTOR CYCLE,RISE,LEADER,2023,JAFFNA,10
MOTOR CYCLE,RISE,LEADER,2023,MULLATIVU,2
MOTOR CYCLE,RISE,LEADER R 100,2025,JAFFNA,7
CAR,B.M.W.,I3 REX,2016,COLOMBO,4
MOTOR CYCLE,LE,FAMILIA M8/A2,2022,COLOMBO,1
MOTOR CYCLE,LE,ELECTRO BLATE BI3A,2022,MONERAGALA,1
CAR,B.M.W.,IX3 M SPORT,2023,COLOMBO,1
MOTOR CYCLE,LIMA,JV,2023,COLOMBO,5
MOTOR CYCLE,SAI JIU ZHOU,TDTO6Z,2023,COLOMBO,1
CAR,B.M.W.,I7  XDRIVE 60M SPORT,2023,COLOMBO,1
CAR,B.M.W.,IX XDRIVE40 M SPORT,2023,COLOMBO,1
CAR,B.M.W.,BMW I7,2024,COLOMBO,1
CAR,B.M.W.,I5 EDRIVE 40 M SPORT,2024,KANDY,1
CAR,B.M.W.,I7 X DRIVE 60,2023,KANDY,1
MOTOR CYCLE,ATHER,450X,2025,COLOMBO,100
MOTOR CYCLE,LIMA,EL07,2024,COLOMBO,2
MOTOR CYCLE,ATHER,450X,2025,VAVUNIYA,2
MOTOR CYCLE,LIMA,EL07,2025,HAMBANTOTA,12
CAR,BAW,E7,2025,BATTICALOA,2
CAR,BAW,E7,2025,NUWARA-ELIYA,2
MOTOR CYCLE,LIMA,JV,2023,KURUNEGALA,3
CAR,B.M.W.,I7 XDRIVE 60 M SPORT,2023,GAMPAHA,1
CAR,BAW,E7,2025,GAMPAHA,151
MOTOR CYCLE,YAMAHA,FASCINO,2016,KALUTARA,1
MOTOR CYCLE,LIMA,ELO-07,2024,KALUTARA,25
MOTOR CYCLE,ATHER,450 X,2025,KALUTARA,1
MOTOR CYCLE,LIMA,LM1500DT,2025,MATARA,1
CAR,DONGFENG,BOX E3,2025,POLONNARUWA,1
MOTOR CYCLE,JIALING,JLEB-17,2009,TRINCOMALEE,1
MOTOR CYCLE,AIMA,BATTLE,2017,COLOMBO,9
CAR,TESLA,X 90  D TESLA,2017,COLOMBO,1
CAR,TESLA,S 70D,2016,COLOMBO,1
THREE WHEELER,SIRISTAR,SRXI,2018,COLOMBO,1
MOTOR CYCLE,NWOW,ERVS,2019,COLOMBO,1
MOTOR CYCLE,GK,SHELD,2019,COLOMBO,1
MOTOR CYCLE,EAGLE BRAND,GWEMOIPRETTY,2019,HAMBANTOTA,2
MOTOR CYCLE,NWOW,ERVS,2021,PUTTALAM,2
MOTOR CYCLE,NWOW,WSP,2023,PUTTALAM,2
CAR,TESLA,ZAA-YL1YT MODEL Y,2023,COLOMBO,1
CAR,TESLA,MODEL Y,2023,COLOMBO,4
MOTOR CYCLE,NWOW,SE,2023,GALLE,1
MOTOR CYCLE,NWOW,ARS,2023,PUTTALAM,3
MOTOR CYCLE,NWOW,TK 10,2024,COLOMBO,95
MOTOR CYCLE,OPAI,OPY-EM-005,2024,TRINCOMALEE,2
MOTOR CYCLE,BAOYI,FY1200DT-9,2024,COLOMBO,1
MOTOR CYCLE,NWOW,TK 10,2024,PUTTALAM,7
MOTOR CYCLE,NWOW,SE,2024,PUTTALAM,8
MOTOR CYCLE,LUYUAN,MNK3,2025,TRINCOMALEE,16
MOTOR CYCLE,LUYUAN,MNK3,2025,HAMBANTOTA,84
MOTOR CYCLE,LUYUAN,MNK3,2025,PUTTALAM,24
MOTOR CYCLE,NWOW,WSP,2024,PUTTALAM,5
THREE WHEELER,NWOW,ERVS4 PLUS,2024,COLOMBO,9
THREE WHEELER,NWOW,ERVS4 PLUS,2025,COLOMBO,16
MOTOR CYCLE,LUYUAN,MYY-Z35J,2025,GALLE,2
MOTOR CYCLE,LUYUAN,S90 PLUS,2025,GALLE,8
MOTOR CYCLE,AIMA,BREEZY,2025,PUTTALAM,19
MOTOR CYCLE,AIMA,LIBERTY,2025,HAMBANTOTA,69
MOTOR CYCLE,NWOW,ARS,2025,GALLE,5
MOTOR CYCLE,AIMA,ARIA,2025,GALLE,24
CAR,WULING,CLOUD,2025,COLOMBO,3
MOTOR CYCLE,AIMA,MANA,2025,PUTTALAM,4
MOTOR CYCLE,NWOW,WSP,2025,GALLE,2
MOTOR CYCLE,NWOW,TK 10,2023,HAMBANTOTA,1
MOTOR CYCLE,NWOW,ARS,2025,HAMBANTOTA,1
MOTOR CYCLE,NWOW,WSP,2024,GALLE,1
MOTOR CYCLE,NWOW,SE,2022,KURUNEGALA,1
MOTOR CYCLE,NWOW,CS,2020,KURUNEGALA,1
MOTOR CYCLE,NWOW,SE,2023,KURUNEGALA,2
CAR,TESLA,MODEL 3 RWD,2024,GAMPAHA,2
THREE WHEELER,NWOW,ERVS4  PLUS,2024,GAMPAHA,1
THREE WHEELER,LUYUAN,MTPBT20 B8,2025,GAMPAHA,1
CAR,WULING,CLOUD EV,2025,ANURADHAPURA,1
MOTOR CYCLE,NWOW,ARS,2024,KALUTARA,4
MOTOR CYCLE,NWOW,V11,2024,KALUTARA,10
MOTOR CYCLE,LUYUAN,MNK3,2024,KALUTARA,1
MOTOR CYCLE,NWOW,SE,2017,KALUTARA,2
MOTOR CYCLE,NWOW,GB2,2025,KALUTARA,5
MOTOR CYCLE,NWOW,V11,2025,KALUTARA,1
MOTOR CYCLE,LUYUAN,MYT,2025,KALUTARA,3
MOTOR CYCLE,AIMA,MANA,2025,POLONNARUWA,20
MOTOR CYCLE,AIMA,MAVERICK,2025,POLONNARUWA,24
MOTOR CYCLE,LUYUAN,S90 PLUS,2025,KALUTARA,2
MOTOR CYCLE,GAROW,FENGSHEN,2024,POLONNARUWA,1
MOTOR CYCLE,AIMA,MAVERICK,2025,NUWARA-ELIYA,1
CAR,TESLA,MODEL Y,2024,AMPARA,1
CAR,TESLA,MODEL 3 ELECTRIC,2024,KALUTARA,2
MOTOR CYCLE,NWOW,V11,2024,MATALE,1
MOTOR CYCLE,NWOW,WSP,2024,ANURADHAPURA,1
MOTOR CYCLE,AIMA,ARIA,2025,MATALE,4
CAR,WULING,BINGUO,2025,KURUNEGALA,8
MOTOR CYCLE,NWOW,SWIEFT EAGLE,2017,GAMPAHA,2
MOTOR CYCLE,NWOW,SWIFT EAGLE,2017,GAMPAHA,1
MOTOR CYCLE,NWOW,ERV,2019,GAMPAHA,3
MOTOR CYCLE,NWOW,EDB,2023,GAMPAHA,2
MOTOR CYCLE,NWOW,WSP,2022,GAMPAHA,1
MOTOR CYCLE,NWOW,SE,2023,GAMPAHA,87
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,2024,GAMPAHA,1
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,2024,GAMPAHA,2
MOTOR CYCLE,NWOW,TK 10,2025,GAMPAHA,26
MOTOR CYCLE,AIMA,MAVERICK,2025,MATARA,34
MOTOR CYCLE,AIMA,MANA,2025,MATARA,9
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,2025,MATARA,2
MOTOR CYCLE,GAROW,PANTHER,2025,GAMPAHA,1
MOTOR CYCLE,EAGLE BRAND,GWEMOIPRETTY,2017,RATNAPURA,1
MOTOR CYCLE,AIMA,MAVERICK,2025,RATNAPURA,19
MOTOR CYCLE,NWOW,ARS,2025,RATNAPURA,2
MOTOR CYCLE,LUYUAN,MS75-Z30LF,2025,RATNAPURA,1
MOTOR CYCLE,AIMA,LIVING,2017,JAFFNA,1
MOTOR CYCLE,AIMA,MAVERICK,2025,MULLATIVU,2
MOTOR CYCLE,AIMA,BREEZY,2025,MULLATIVU,1
CAR,NISSAN,LEAF,2012,COLOMBO,15
CAR,NISSAN,ZAA-AZE0,2013,COLOMBO,9
CAR,NISSAN,LEAF,2014,COLOMBO,19
CAR,NISSAN,ZAA-ZE0,2012,KANDY,1
MOTOR CYCLE,CT LIGHT MODEL,CT LIGHT,2014,COLOMBO,1
CAR,NISSAN,ZAA-AZE0-LEAF,2012,COLOMBO,1
CAR,NISSAN,ZAA-ZE0 LEAF,2012,COLOMBO,68
CAR,NISSAN,ZAA-NZEO-LEAF,2013,COLOMBO,1
CAR,NISSAN,ZAA-AZEO,2014,COLOMBO,7
CAR,NISSAN,ZAA AZE0 LEAF,2013,COLOMBO,1
CAR,NISSAN,ZAA-AZEO,2012,KANDY,1
CAR,NISSAN,LEAF TEKNA,2014,KANDY,5
CAR,NISSAN,ZAA-ZEO  LEAF,2012,GALLE,2
CAR,NISSAN,ZAA-AZE0 LEAF,2015,COLOMBO,45
CAR,NISSAN,ZAA-AZEO -LEAF,2012,COLOMBO,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB U67V  MINICAB,2011,COLOMBO,1
CAR,NISSAN,ZAA-AZEO-LEAF,2014,COLOMBO,2
CAR,NISSAN, ZAA-AZEO LEAF,2014,COLOMBO,1
CAR,NISSAN,ZAA AZEO LEAF,2015,KANDY,3
CAR,NISSAN,ZAA ZEO LEAF,2013,GALLE,1
CAR,NISSAN,ZAA AZEO LEAF,2013,RATNAPURA,1
CAR,NISSAN,DAA-AZEO LEAF,2014,COLOMBO,1
CAR,NISSAN,ZAA-AZEO LEAF,2012,MATALE,1
DUAL PURPOSE (COMMERCIAL),NISSAN,E-NV200 ACENTA RAPID,2014,COLOMBO,1
CAR,NISSAN,ZAA-AZE0 LEAF,2014,MONERAGALA,3
CAR,NISSAN,ZAA ZEO LEAF,2012,KANDY,1
CAR,NISSAN,LEAF ACENTA,2013,KANDY,1
CAR,NISSAN,ZAA-ZEO LEAF,2013,GALLE,1
CAR,NISSAN,LEEF ACENTA,2015,COLOMBO,1
CAR,NISSAN,ZAA-AZEO,2014,MATALE,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V MINICAB,2013,COLOMBO,2
CAR,NISSAN,ZAA-ZEO LEAF TEKNA,2015,BATTICALOA,1
CAR,MITSUBISHI,ZAA-HA3W I-MIEV,2012,COLOMBO,1
CAR,NISSAN,ZAA - AZEO - LEAF,2013,COLOMBO,1
CAR,NISSAN,ZAA-AZEO  LEAF,2016,COLOMBO,1
MOTOR CYCLE,TERRA,A4000I,2016,COLOMBO,5
CAR,NISSAN,LEAF-TEKNA,2018,GALLE,1
CAR,NISSAN,ZAA-ZE1 LEAF,2018,KANDY,3
SPECIAL PURPOSE VEHICLE,MITSUBISHI,FB20-8 FORK LIFT,2018,COLOMBO,1
MOTOR CYCLE,CHINA,SE,2018,PUTTALAM,1
CAR,NISSAN,ZAA-AZEO,2014,GALLE,1
CAR,VOLKSWAGEN,E-UP,2014,COLOMBO,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2023,COLOMBO,20
MOTOR CYCLE,SUPER SOCO,CPX,2022,KEGALLE,1
CAR,NISSAN,ZAA-FE0 ARIYA,2023,KANDY,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V,2012,KALUTARA,1
CAR,VOLKSWAGEN,ID4 PURE PERFORMANCE,2023,COLOMBO,1
CAR,VOLKSWAGEN,ID 4 PRO,2023,COLOMBO,1
MOTOR CYCLE,CHINA,YC1- PLUS,2024,PUTTALAM,1
MOTOR CYCLE,SUPER SOCO,CPX,2022,KANDY,1
MOTOR CYCLE,SUPER SOCO,CPX,2022,PUTTALAM,1
MOTOR CYCLE,DIMEN,D60,2025,AMPARA,1
CAR,GAC,AION V PREMIUM,2025,GALLE,1
CAR,NISSAN,ZAA-AZEO LEAF,2014,GAMPAHA,97
CAR,NISSAN,ZAA-AZE0 LEAF,2014,GAMPAHA,109
CAR,NISSAN,ZAA-AZEO-LEAF,2013,GAMPAHA,3
CAR,NISSAN,ZAA-AZE0 LEAF,2012,GAMPAHA,42
CAR,NISSAN,LEAF VISIA,2015,ANURADHAPURA,1
CAR,NISSAN,LEAF ACENTA,2013,ANURADHAPURA,1
CAR,NISSAN,ZAA-AZE0 LEAF,2012,BADULLA,1
CAR,NISSAN,ZAA-AZEO LEAF,2012,BADULLA,2
CAR,NISSAN,LEAF,2015,GAMPAHA,1
CAR,NISSAN,LEAF ACENTA 30KWH,2015,GAMPAHA,2
CAR,NISSAN,ZAA-AZEO  LEAF,2016,GAMPAHA,1
CAR,NISSAN,ZAA-AZEO LEAF,2017,GAMPAHA,1
CAR,NISSAN,ZAA-AZE0 LEAF,2016,GAMPAHA,2
CAR,NISSAN,LEAF,2018,GAMPAHA,1
CAR,NISSAN,LEAF TEKNA ELECTRIC,2018,GAMPAHA,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2024,KURUNEGALA,2
CAR,NISSAN,6AA-FE13 AURA,2023,GAMPAHA,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V MINICAB,2011,GAMPAHA,4
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB U67V MINICAB,2011,GAMPAHA,2
DUAL PURPOSE (COMMERCIAL),NISSAN,E-NV200V COMBI,2015,GAMPAHA,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2024,POLONNARUWA,1
MOTOR CYCLE,TERRA,A4000I,2015,KALUTARA,3
CAR,NISSAN,ZAA-ZEO,2012,KURUNEGALA,1
CAR,NISSAN,ZAA-ZEO-LEAF,2012,KALUTARA,1
CAR,NISSAN,ZAA-ZEO,2012,KALUTARA,1
CAR,NISSAN,ZAA-ZEO LEAF,2012,KURUNEGALA,6
CAR,MITSUBISHI,ZAB-U67V MINICAB,2011,KURUNEGALA,2
CAR,NISSAN,ZAA-AZEO LEAF,2013,KALUTARA,39
CAR,NISSAN,ZAA-ZEO- LEAF,2012,KALUTARA,1
CAR,NISSAN,ZAA-AZE0,2013,MATARA,1
CAR,NISSAN,ZAA-ZEO LEAF,2012,KEGALLE,3
CAR,NISSAN,ZAA AZEO LEAF,2013,KALUTARA,1
CAR,NISSAN,LEAF,2013,KURUNEGALA,7
CAR,NISSAN,ZAA AZEO LEAF,2013,KEGALLE,4
CAR,NISSAN,LEAF TEKNA LEAF,2014,KALUTARA,1
CAR,NISSAN,ZAA AZEO LEAF,2014,KALUTARA,10
CAR,NISSAN,LEAF VISIA,2014,KURUNEGALA,2
CAR,NISSAN,LEAF,2015,MATARA,1
CAR,NISSAN,LEAF TEKNA,2015,MATARA,1
CAR,NISSAN,LEAF TEKNA,2015,KURUNEGALA,1
CAR,NISSAN,ZAA-ZE1 LEAF,2017,KURUNEGALA,1
CAR,NISSAN,LEAF TEKNA,2018,KURUNEGALA,3
CAR,VOLKSWAGEN,1 D 5 PRO,2022,KURUNEGALA,1
CAR,NISSAN,LEAF TEKNA ZE0,2014,KALUTARA,1
CAR,NISSAN,ZAA-B6AW SAKURA,2023,KALUTARA,1
CAR,NISSAN,6AA-FE13  NOTE AURA,2024,KEGALLE,1
CAR,GAC,AION V PREMIUM,2025,KALUTARA,1
SINGLE CAB,MITSUBISHI,ZAB-U68T MINICAB,2013,GALLE,3
CAR,NISSAN,ZAA-AZEO  LEAF,2012,PUTTALAM,1
CAR,NISSAN,DAA-AZE0 LEAF,2012,PUTTALAM,1
SINGLE CAB,MITSUBISHI,ZAB-U68T,2013,GALLE,1
MOTOR CYCLE,TERRA,A4000I,2015,GAMPAHA,4
MOTOR CYCLE,TERRA,A4000I,2015,MATARA,1
MOTOR CYCLE,CHINA,ERV,2018,GAMPAHA,1
MOTOR CYCLE,TERRA,A4000 I,2016,GAMPAHA,1
MOTOR CYCLE,CHINA,ARS,2019,GAMPAHA,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2022,GAMPAHA,4
CAR,VOLKSWAGEN,ID4 STYLE EDITION,2024,PUTTALAM,1
MOTOR CYCLE,SUPER SOCO,CPX,2024,GAMPAHA,1
MOTOR CYCLE,DIMEN,D60,2025,GAMPAHA,7
CAR,NISSAN,LEAF,2013,POLONNARUWA,1
MOTOR CYCLE,POWER STAR,PSTR205,2005,COLOMBO,2
MOTOR CYCLE,POWER STAR,PSTR -208,2006,COLOMBO,1
MOTOR CYCLE,AMUR LEOPARD,MUYANG PRINCESS,2013,COLOMBO,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2014,COLOMBO,6
MOTOR CYCLE,AMUR LEOPARD,SMALL TORTOISE KING,2014,TRINCOMALEE,1
CAR,KIA,SOUL EV,2015,COLOMBO,2
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,,TRINCOMALEE,1
MOTOR CYCLE,AMUR LEOPARD,BENTENG,2015,COLOMBO,1
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2016,TRINCOMALEE,6
MOTOR CYCLE,AMUR LEOPARD,LITTLE TURTLE KING,2015,PUTTALAM,1
MOTOR CYCLE,LUYUAN ALFA,MN5-CAS7220-Z5,2017,COLOMBO,7
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2017,AMPARA,2
CAR,HYUNDAI,KONA EV,2019,COLOMBO,3
MOTOR CYCLE,SINSKI,TDR912,2014,COLOMBO,1
MOTOR CYCLE,SINSKI,TDR137Z,2017,COLOMBO,7
MOTOR CYCLE,LUYUAN ALFA,E-MNP2-7223D-9B-C,2022,PUTTALAM,1
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2024,AMPARA,6
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,2025,COLOMBO,7
MOTOR CYCLE,GOEASY,SIVIKA,2025,COLOMBO,2
CAR,SHIFENG,GD04C,2013,BADULLA,2
MOTOR CYCLE,LUYUAN ALFA,MNR DAS7250-Z7,2018,KURUNEGALA,1
CAR,HYUNDAI,IONIQ  EV,2019,GAMPAHA,1
MOTOR CYCLE,LUYUAN ALFA,E-MNP2-7223D-9B-C,2022,KURUNEGALA,2
MOTOR CYCLE,LUYUAN ALFA,M MKK-Z30LJ-12-C,2023,KURUNEGALA,6
MOTOR CYCLE,AMUR LEOPARD,TITAN  60 V,2015,KALUTARA,2
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2017,BADULLA,1
MOTOR CYCLE,SINSKI,TDR93Z,2014,KALUTARA,1
MOTOR CYCLE,AMUR LEOPARD,ZUMA,2014,ANURADHAPURA,1
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2016,MATALE,1
MOTOR CYCLE,POWER STAR,PSTR -209,2006,GAMPAHA,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2013,BATTICALOA,5
MOTOR CYCLE,SINSKI,TDR 06 Z,2014,GAMPAHA,1
MOTOR CYCLE,AMUR LEOPARD,NEW  HOPE,2014,BATTICALOA,2
MOTOR CYCLE,AMUR LEOPARD,LUCKY  STAR,2014,GAMPAHA,1
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2017,GAMPAHA,3
